Jogador;Jogada;Dados
73;3;"{""t"":1606162670797,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""1"",""al"":""1 (Logo no início)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
73;4;"{""t"":1606162799119,""d"":[{""q"":""1) Qual a sua idade? (favor responder em quantidade de anos)"",""a"":""11"",""al"":""""},{""q"":""2) Qual é o seu gênero?"",""a"":""1"",""al"":""Masculino""},{""q"":""3) Quantas horas por semana você jogou qualquer tipo de jogo digital este ano?"",""a"":""2"",""al"":""De 0 a 1 hora por semana""},{""q"":""4) O quão habilidoso ou experiente você se considera como jogador de jogos digitais?"",""a"":""3"",""al"":""Moderadamente habilidoso""},{""q"":""5) O quão você considera que conhece jogos no estilo quebra-cabeça (como o jogo dos cogumelos que acabou de jogar)?"",""a"":""4"",""al"":""Conheço muito bem""},{""q"":""6) O quão você considera que conhece jogos no estilo plataforma (como o jogo de pular e deslizar que acabou de jogar)?"",""a"":""3"",""al"":""Conheço moderadamente""},{""q"":""7) O quão você considera que conhece o jogo Tetris (o jogo com blocos em diferentes formatos baseados em quadrados que acabou de jogar)?"",""a"":""4"",""al"":""Conheço muito bem""},{""q"":""8) Em comparação com o seu estado mental diário normal, como você está se sentindo hoje?"",""a"":""1"",""al"":""Excepcionalmente calmo e relaxado""},{""q"":""9) Qual dos perfis abaixo melhor descreve você como jogador de jogos digitais?"",""a"":""2"",""al"":""Gosto de jogos desafiadores, quanto mais difícil melhor o jogo""}]}"
76;1;"{""t"":1606163118820,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""3"",""al"":""3 ""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""3"",""al"":""3 (No meio)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""1"",""al"":""Sim, mas fiquei um pouco confuso(a)""}]}"
76;2;"{""t"":1606163549348,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""3"",""al"":""3 (No meio)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
76;3;"{""t"":1606163974893,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente estressado)""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""3"",""al"":""3 (No meio)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
76;4;"{""t"":1606164024923,""d"":[{""q"":""1) Qual a sua idade? (favor responder em quantidade de anos)"",""a"":""40"",""al"":""""},{""q"":""2) Qual é o seu gênero?"",""a"":""1"",""al"":""Masculino""},{""q"":""3) Quantas horas por semana você jogou qualquer tipo de jogo digital este ano?"",""a"":""6"",""al"":""Mais de 10 hora por semana""},{""q"":""4) O quão habilidoso ou experiente você se considera como jogador de jogos digitais?"",""a"":""3"",""al"":""Moderadamente habilidoso""},{""q"":""5) O quão você considera que conhece jogos no estilo quebra-cabeça (como o jogo dos cogumelos que acabou de jogar)?"",""a"":""3"",""al"":""Conheço moderadamente""},{""q"":""6) O quão você considera que conhece jogos no estilo plataforma (como o jogo de pular e deslizar que acabou de jogar)?"",""a"":""4"",""al"":""Conheço muito bem""},{""q"":""7) O quão você considera que conhece o jogo Tetris (o jogo com blocos em diferentes formatos baseados em quadrados que acabou de jogar)?"",""a"":""4"",""al"":""Conheço muito bem""},{""q"":""8) Em comparação com o seu estado mental diário normal, como você está se sentindo hoje?"",""a"":""3"",""al"":""Normal (calmo e/ou estressado como de costume)""},{""q"":""9) Qual dos perfis abaixo melhor descreve você como jogador de jogos digitais?"",""a"":""2"",""al"":""Gosto de jogos desafiadores, quanto mais difícil melhor o jogo""}]}"
77;1;"{""t"":1606166747992,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""4"",""al"":""4 (Depois do meio e antes do fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""1"",""al"":""Sim, mas fiquei um pouco confuso(a)""}]}"
77;2;"{""t"":1606167091204,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""2"",""al"":""2 (Depois do início e antes do meio)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
77;3;"{""t"":1606167365933,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""3"",""al"":""3 ""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""2"",""al"":""2 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""2"",""al"":""2 (Depois do início e antes do meio)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""1"",""al"":""Sim, mas fiquei um pouco confuso(a)""}]}"
77;4;"{""t"":1606167472371,""d"":[{""q"":""1) Qual a sua idade? (favor responder em quantidade de anos)"",""a"":""43"",""al"":""""},{""q"":""2) Qual é o seu gênero?"",""a"":""2"",""al"":""Feminino""},{""q"":""3) Quantas horas por semana você jogou qualquer tipo de jogo digital este ano?"",""a"":""1"",""al"":""Não joguei""},{""q"":""4) O quão habilidoso ou experiente você se considera como jogador de jogos digitais?"",""a"":""1"",""al"":""Nenhuma habilidade""},{""q"":""5) O quão você considera que conhece jogos no estilo quebra-cabeça (como o jogo dos cogumelos que acabou de jogar)?"",""a"":""2"",""al"":""Conheço um pouco""},{""q"":""6) O quão você considera que conhece jogos no estilo plataforma (como o jogo de pular e deslizar que acabou de jogar)?"",""a"":""2"",""al"":""Conheço um pouco""},{""q"":""7) O quão você considera que conhece o jogo Tetris (o jogo com blocos em diferentes formatos baseados em quadrados que acabou de jogar)?"",""a"":""3"",""al"":""Conheço moderadamente""},{""q"":""8) Em comparação com o seu estado mental diário normal, como você está se sentindo hoje?"",""a"":""2"",""al"":""Um pouco mais calmo e relaxado do que o normal""},{""q"":""9) Qual dos perfis abaixo melhor descreve você como jogador de jogos digitais?"",""a"":""1"",""al"":""Não gosto de desafios, prefiro jogos fáceis, são mais divertidos""}]}"
79;1;"{""t"":1606167275584,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""3"",""al"":""3 ""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""2"",""al"":""2 ""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""5"",""al"":""5 (No fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
79;2;"{""t"":1606167695618,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""4"",""al"":""4 (Depois do meio e antes do fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
79;3;"{""t"":1606168096782,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""3"",""al"":""3 (No meio)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
79;4;"{""t"":1606168172269,""d"":[{""q"":""1) Qual a sua idade? (favor responder em quantidade de anos)"",""a"":""45"",""al"":""""},{""q"":""2) Qual é o seu gênero?"",""a"":""1"",""al"":""Masculino""},{""q"":""3) Quantas horas por semana você jogou qualquer tipo de jogo digital este ano?"",""a"":""3"",""al"":""De 1 a 3 hora por semana""},{""q"":""4) O quão habilidoso ou experiente você se considera como jogador de jogos digitais?"",""a"":""2"",""al"":""Não muito habilidoso""},{""q"":""5) O quão você considera que conhece jogos no estilo quebra-cabeça (como o jogo dos cogumelos que acabou de jogar)?"",""a"":""3"",""al"":""Conheço moderadamente""},{""q"":""6) O quão você considera que conhece jogos no estilo plataforma (como o jogo de pular e deslizar que acabou de jogar)?"",""a"":""3"",""al"":""Conheço moderadamente""},{""q"":""7) O quão você considera que conhece o jogo Tetris (o jogo com blocos em diferentes formatos baseados em quadrados que acabou de jogar)?"",""a"":""4"",""al"":""Conheço muito bem""},{""q"":""8) Em comparação com o seu estado mental diário normal, como você está se sentindo hoje?"",""a"":""3"",""al"":""Normal (calmo e/ou estressado como de costume)""},{""q"":""9) Qual dos perfis abaixo melhor descreve você como jogador de jogos digitais?"",""a"":""2"",""al"":""Gosto de jogos desafiadores, quanto mais difícil melhor o jogo""}]}"
80;1;"{""t"":1606168588366,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""2"",""al"":""2 ""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""4"",""al"":""4 (Depois do meio e antes do fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
80;2;"{""t"":1606169022372,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""2"",""al"":""2 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""4"",""al"":""4 (Depois do meio e antes do fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
80;3;"{""t"":1606169445198,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""5"",""al"":""5 (No fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
80;4;"{""t"":1606169544610,""d"":[{""q"":""1) Qual a sua idade? (favor responder em quantidade de anos)"",""a"":""14"",""al"":""""},{""q"":""2) Qual é o seu gênero?"",""a"":""1"",""al"":""Masculino""},{""q"":""3) Quantas horas por semana você jogou qualquer tipo de jogo digital este ano?"",""a"":""5"",""al"":""De 5 a 10 hora por semana""},{""q"":""4) O quão habilidoso ou experiente você se considera como jogador de jogos digitais?"",""a"":""3"",""al"":""Moderadamente habilidoso""},{""q"":""5) O quão você considera que conhece jogos no estilo quebra-cabeça (como o jogo dos cogumelos que acabou de jogar)?"",""a"":""2"",""al"":""Conheço um pouco""},{""q"":""6) O quão você considera que conhece jogos no estilo plataforma (como o jogo de pular e deslizar que acabou de jogar)?"",""a"":""2"",""al"":""Conheço um pouco""},{""q"":""7) O quão você considera que conhece o jogo Tetris (o jogo com blocos em diferentes formatos baseados em quadrados que acabou de jogar)?"",""a"":""1"",""al"":""Não conheço""},{""q"":""8) Em comparação com o seu estado mental diário normal, como você está se sentindo hoje?"",""a"":""3"",""al"":""Normal (calmo e/ou estressado como de costume)""},{""q"":""9) Qual dos perfis abaixo melhor descreve você como jogador de jogos digitais?"",""a"":""2"",""al"":""Gosto de jogos desafiadores, quanto mais difícil melhor o jogo""}]}"
82;1;"{""t"":1606179054338,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""5"",""al"":""5 (No fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
82;2;"{""t"":1606179443162,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""3"",""al"":""3 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""4"",""al"":""4 (Depois do meio e antes do fim)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
82;3;"{""t"":1606179815977,""d"":[{""q"":""1) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>início</em> do jogo?"",""a"":""4"",""al"":""4 ""},{""q"":""2) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>início</em> do jogo?"",""a"":""1"",""al"":""1 (Nem um pouco estressado)""},{""q"":""3) Em uma escala de 1 a 5, o quanto você se sentiu <em>entediado</em> no <em>final</em> do jogo?"",""a"":""5"",""al"":""5 (Extremamente entediado)""},{""q"":""4) Em uma escala de 1 a 5, o quanto você se sentiu <em>estressado</em> no <em>final</em> do jogo?"",""a"":""2"",""al"":""2 ""},{""q"":""5) Qual parte do jogo descreve <em>melhor</em> o momento que você mais se divertiu?"",""a"":""2"",""al"":""2 (Depois do início e antes do meio)""},{""q"":""6) Você considera que entendeu como jogar o jogo corretamente?"",""a"":""2"",""al"":""Sim""}]}"
82;4;"{""t"":1606179871468,""d"":[{""q"":""1) Qual a sua idade? (favor responder em quantidade de anos)"",""a"":""24"",""al"":""""},{""q"":""2) Qual é o seu gênero?"",""a"":""2"",""al"":""Feminino""},{""q"":""3) Quantas horas por semana você jogou qualquer tipo de jogo digital este ano?"",""a"":""1"",""al"":""Não joguei""},{""q"":""4) O quão habilidoso ou experiente você se considera como jogador de jogos digitais?"",""a"":""2"",""al"":""Não muito habilidoso""},{""q"":""5) O quão você considera que conhece jogos no estilo quebra-cabeça (como o jogo dos cogumelos que acabou de jogar)?"",""a"":""3"",""al"":""Conheço moderadamente""},{""q"":""6) O quão você considera que conhece jogos no estilo plataforma (como o jogo de pular e deslizar que acabou de jogar)?"",""a"":""2"",""al"":""Conheço um pouco""},{""q"":""7) O quão você considera que conhece o jogo Tetris (o jogo com blocos em diferentes formatos baseados em quadrados que acabou de jogar)?"",""a"":""3"",""al"":""Conheço moderadamente""},{""q"":""8) Em comparação com o seu estado mental diário normal, como você está se sentindo hoje?"",""a"":""3"",""al"":""Normal (calmo e/ou estressado como de costume)""},{""q"":""9) Qual dos perfis abaixo melhor descreve você como jogador de jogos digitais?"",""a"":""2"",""al"":""Gosto de jogos desafiadores, quanto mais difícil melhor o jogo""}]}"
